ICD10,ICD9,Flag
C44292,17329,10000
C44299,17329,10000
C44300,17330,10000
C44301,17330,10000
C44309,17330,10000
C44310,17331,10000
C44311,17331,10000
C44319,17331,10000
C44320,17332,10000
C44321,17332,10000
C44329,17332,10000
C44390,17339,10000
C44391,17339,10000
C44399,17339,10000
C4440,17340,00000
C4441,17341,00000
C4442,17342,00000
C4449,17349,00000
C44500,17350,10000
C44501,17350,10000
C44509,17350,10000
C44510,17351,10000
C44511,17351,10000
C44519,17351,10000
C44520,17352,10000
C44521,17352,10000
C44529,17352,10000
C44590,17359,10000
C44591,17359,10000
C44599,17359,10000
C44601,17360,10000
C44602,17360,10000
C44609,17360,10000
C44611,17361,10000
C44612,17361,10000
C44619,17361,10000
C44621,17362,10000
C44622,17362,10000
C44629,17362,10000
C44691,17369,10000
C44692,17369,10000
C44699,17369,10000
C44701,17370,10000
C44702,17370,10000
C44709,17370,10000
C44711,17371,10000
C44712,17371,10000
C44719,17371,10000
C44721,17372,10000
C44722,17372,10000
C44729,17372,10000
C44791,17379,10000
C44792,17379,10000
C44799,17379,10000
C4480,17380,10000
C4481,17381,10000
C4482,17382,10000
C4489,17389,10000
C4490,17390,00000
C4491,17391,00000
C4492,17392,00000
C4499,17399,00000
C450,1639,10000
C451,1588,10000
C452,1641,10000
C457,1958,10000
C459,1991,10000
C460,1760,00000
C461,1761,00000
C462,1762,00000
C463,1765,00000
C464,1763,00000
C4650,1764,10000
C4651,1764,10000
C4652,1764,10000
C467,1768,00000
C469,1769,00000
C470,1710,10000
C4710,1712,10000
C4711,1712,10000
C4712,1712,10000
C4720,1713,10000
C4721,1713,10000
C4722,1713,10000
C473,1714,10000
C474,1715,10000
C475,1716,10000
C476,1717,10000
C478,1718,10000
C479,1719,10000
C480,1580,00000
C481,1588,10000
C482,1589,00000
C488,1588,10000
C490,1710,10000
C4910,1712,10000
C4911,1712,10000
C4912,1712,10000
C4920,1713,10000
C4921,1713,10000
C4922,1713,10000
C493,1714,10000
C494,1715,10000
C495,1716,10000
C496,1717,10000
C498,1718,10000
C499,1719,10000
C49A0,1715,10000
C49A1,1715,10000
C49A2,1715,10000
C49A3,1715,10000
C49A4,1715,10000
C49A5,1715,10000
C49A9,1715,10000
C4A0,20931,10000
C4A10,20931,10000
C4A11,20931,10000
C4A12,20931,10000
C4A20,20931,10000
C4A21,20931,10000
C4A22,20931,10000
C4A30,20931,10000
C4A31,20931,10000
C4A39,20931,10000
C4A4,20932,00000
C4A51,20935,10000
C4A52,20935,10000
C4A59,20935,10000
C4A60,20933,10000
C4A61,20933,10000
C4A62,20933,10000
C4A70,20934,10000
C4A71,20934,10000
C4A72,20934,10000
C4A8,20936,10000
C4A9,20936,10000
C50011,1740,10000
C50012,1740,10000
C50019,1740,10000
C50021,1750,10000
C50022,1750,10000
C50029,1750,10000
C50111,1741,10000
C50112,1741,10000
C50119,1741,10000
C50121,1759,10000
C50122,1759,10000
C50129,1759,10000
C50211,1742,10000
C50212,1742,10000
C50219,1742,10000
C50221,1759,10000
C50222,1759,10000
C50229,1759,10000
C50311,1743,10000
C50312,1743,10000
C50319,1743,10000
C50321,1759,10000
C50322,1759,10000
C50329,1759,10000
C50411,1744,10000
C50412,1744,10000
C50419,1744,10000
C50421,1759,10000
C50422,1759,10000
C50429,1759,10000
C50511,1745,10000
C50512,1745,10000
C50519,1745,10000
C50521,1759,10000
C50522,1759,10000
C50529,1759,10000
C50611,1746,10000
C50612,1746,10000
C50619,1746,10000
C50621,1759,10000
C50622,1759,10000
C50629,1759,10000
C50811,1748,10000
C50812,1748,10000
C50819,1748,10000
C50821,1759,10000
C50822,1759,10000
C50829,1759,10000
C50911,1749,10000
C50912,1749,10000
C50919,1749,10000
C50921,1759,10000
C50922,1759,10000
C50929,1759,10000
C510,1841,00000
C511,1842,00000
C512,1843,00000
C518,1848,10000
C519,1844,00000
C52,1840,00000
C530,1800,00000
C531,1801,00000
C538,1808,00000
C539,1809,00000
C540,1821,00000
C541,1820,10000
C542,1820,10000
C543,1820,10000
C548,1828,00000
C549,1820,10000
C55,179,00000
C561,1830,10000
C562,1830,10000
C569,1830,10000
C5700,1832,10000
C5701,1832,10000
C5702,1832,10000
C5710,1833,10000
C5711,1833,10000
C5712,1833,10000
C5720,1835,10000
C5721,1835,10000
C5722,1835,10000
C573,1834,00000
C574,1839,10000
C577,1848,10000
C578,1848,10000
C579,1849,00000
C58,181,00000
C600,1871,00000
C601,1872,00000
C602,1873,00000
C608,1878,10000
C609,1874,00000
C61,185,00000
C6200,1860,10000
C6201,1860,10000
C6202,1860,10000
C6210,1869,10000
C6211,1869,10000
C6212,1869,10000
C6290,1869,10000
C6291,1869,10000
C6292,1869,10000
C6300,1875,10000
C6301,1875,10000
C6302,1875,10000
C6310,1876,10000
C6311,1876,10000
C6312,1876,10000
C632,1877,00000
C637,1878,10000
C638,1878,10000
C639,1879,00000
C641,1890,10000
C642,1890,10000
C649,1890,10000
C651,1891,10000
C652,1891,10000
C659,1891,10000
C661,1892,10000
C662,1892,10000
C669,1892,10000
C670,1880,00000
C671,1881,00000
C672,1882,00000
C673,1883,00000
C674,1884,00000
C675,1885,00000
C676,1886,00000
C677,1887,00000
C678,1888,00000
C679,1889,00000
C680,1893,00000
C681,1894,00000
C688,1898,00000
C689,1899,00000
C6900,1903,10000
C6901,1903,10000
C6902,1903,10000
C6910,1904,10000
C6911,1904,10000
C6912,1904,10000
C6920,1905,10000
C6921,1905,10000
C6922,1905,10000
C6930,1906,10000
C6931,1906,10000
C6932,1906,10000
C6940,1900,10000
C6941,1900,10000
C6942,1900,10000
C6950,1902,10000
C6950,1907,10000
C6951,1902,10000
C6951,1907,10000
C6952,1902,10000
C6952,1907,10000
C6960,1901,10000
C6961,1901,10000
C6962,1901,10000
C6980,1908,10000
C6981,1908,10000
C6982,1908,10000
C6990,1909,10000
C6991,1909,10000
C6992,1909,10000
C700,1921,10000
C701,1923,00000
C709,1921,10000
C710,1910,00000
C711,1911,00000
C712,1912,00000
C713,1913,00000
C714,1914,00000
C715,1915,00000
C716,1916,00000
C717,1917,00000
C718,1918,00000
C719,1919,00000
C720,1922,10000
C721,1922,10000
C7220,1920,10000
C7221,1920,10000
C7222,1920,10000
C7230,1920,10000
C7231,1920,10000
C7232,1920,10000
C7240,1920,10000
C7241,1920,10000
C7242,1920,10000
C7250,1920,10000
C7259,1920,10000
C729,1928,10000
C729,1929,10000
C73,193,00000
C7400,1940,10000
C7401,1940,10000
C7402,1940,10000
C7410,1940,10000
C7411,1940,10000
C7412,1940,10000
C7490,1940,10000
C7491,1940,10000
C7492,1940,10000
C750,1941,00000
C751,1943,10000
C752,1943,10000
C753,1944,00000
C754,1945,00000
C755,1946,00000
C758,1948,00000
C759,1949,00000
C760,1950,00000
C761,1951,00000
C762,1952,00000
C763,1953,00000
C7640,1954,10000
C7641,1954,10000
C7642,1954,10000
C7650,1955,10000
C7651,1955,10000
C7652,1955,10000
C768,1958,10000
C770,1960,00000
C771,1961,00000
C772,1962,00000
C773,1963,00000
C774,1965,00000
C775,1966,00000
C778,1968,00000
C779,1969,00000
C7800,1970,10000
C7801,1970,10000
C7802,1970,10000
C781,1971,00000
C782,1972,00000
C7830,1973,10000
C7839,1973,10000
C784,1974,00000
C785,1975,00000
C786,1976,00000
C787,1977,10000
C787,1978,10000
C7880,1978,10000
C7889,1978,10000
C7900,1980,10000
C7901,1980,10000
C7902,1980,10000
C7910,1981,10000
C7911,1981,10000
C7919,1981,10000
C792,1982,00000
C7931,1983,10000
C7932,1984,10000
C7940,1984,10000
C7949,1984,10000
C7951,1985,10000
C7952,1985,10000
C7960,1986,10000
C7961,1986,10000
C7962,1986,10000
C7970,1987,10000
C7971,1987,10000
C7972,1987,10000
C7981,19881,00000
C7982,19882,00000
C7989,19889,10000
C799,19889,10000
C7A00,20920,00000
C7A010,20901,00000
C7A011,20902,00000
C7A012,20903,00000
C7A019,20900,00000
C7A020,20911,00000
C7A021,20912,00000
C7A022,20913,00000
C7A023,20914,00000
C7A024,20915,00000
C7A025,20916,00000
C7A026,20917,00000
C7A029,20910,00000
C7A090,20921,00000
C7A091,20922,00000
C7A092,20923,00000
C7A093,20924,00000
C7A094,20925,00000
C7A095,20926,00000
C7A096,20927,00000
C7A098,20929,00000
C7A1,20930,10000
C7A8,20930,10000
C7B00,20970,10000
C7B01,20971,10000
C7B02,20972,10000
C7B03,20973,10000
C7B04,20974,10000
C7B09,20979,10000
C7B1,20975,10000
C7B8,20979,10000
C800,1990,00000
C801,1991,10000
C802,1992,00000
C8100,20140,10000
C8101,20141,10000
C8102,20142,10000
C8103,20143,10000
C8104,20144,10000
C8105,20145,10000
C8106,20146,10000
C8107,20147,10000
C8108,20148,10000
C8109,20140,10000
C8110,20150,10000
C8111,20151,00000
C8112,20152,00000
C8113,20153,00000
C8114,20154,00000
C8115,20155,00000
C8116,20156,00000
C8117,20157,00000
C8118,20158,00000
C8119,20150,10000
C8120,20160,10000
C8121,20161,00000
C8122,20162,00000
C8123,20163,00000
C8124,20164,00000
C8125,20165,00000
C8126,20166,00000
C8127,20167,00000
C8128,20168,00000
C8129,20160,10000
C8130,20170,10000
C8131,20171,00000
C8132,20172,00000
C8133,20173,00000
C8134,20174,00000
C8135,20175,00000
C8136,20176,00000
C8137,20177,00000
C8138,20178,00000
C8139,20170,10000
C8140,20140,10000
C8141,20141,10000
C8142,20142,10000
C8143,20143,10000
C8144,20144,10000
C8145,20145,10000
C8146,20146,10000
C8147,20147,10000
C8148,20148,10000
C8149,20140,10000
C8170,20100,10000
C8170,20110,10000
C8170,20120,10000
C8171,20101,10000
C8171,20111,10000
C8171,20121,10000
C8172,20102,10000
C8172,20112,10000
C8172,20122,10000
C8173,20103,10000
C8173,20113,10000
C8173,20123,10000
C8174,20104,10000
C8174,20114,10000
C8174,20124,10000
C8175,20105,10000
C8175,20115,10000
C8175,20125,10000
C8176,20106,10000
C8176,20116,10000
C8176,20126,10000
C8177,20107,10000
C8177,20117,10000
C8177,20127,10000
C8178,20108,10000
C8178,20118,10000
C8178,20128,10000
C8179,20100,10000
C8179,20110,10000
C8179,20120,10000
C8190,20190,10000
C8191,20191,00000
C8192,20192,00000
C8193,20193,00000
C8194,20194,00000
C8195,20195,00000
C8196,20196,00000
C8197,20197,00000
C8198,20198,00000
C8199,20190,10000
C8200,20200,10000
C8201,20201,10000
C8202,20202,10000
C8203,20203,10000
C8204,20204,10000
C8205,20205,10000
C8206,20206,10000
C8207,20207,10000
C8208,20208,10000
C8209,20200,10000
C8210,20200,10000
C8211,20201,10000
C8212,20202,10000
C8213,20203,10000
C8214,20204,10000
C8215,20205,10000
C8216,20206,10000
C8217,20207,10000
C8218,20208,10000
C8219,20200,10000
C8220,20200,10000
C8221,20201,10000
C8222,20202,10000
C8223,20203,10000
C8224,20204,10000
C8225,20205,10000
C8226,20206,10000
C8227,20207,10000
C8228,20208,10000
C8229,20200,10000
C8230,20200,10000
C8231,20201,10000
C8232,20202,10000
C8233,20203,10000
C8234,20204,10000
C8235,20205,10000
C8236,20206,10000
C8237,20207,10000
C8238,20208,10000
C8239,20200,10000
C8240,20200,10000
C8241,20201,10000
C8242,20202,10000
C8243,20203,10000
C8244,20204,10000
C8245,20205,10000
C8246,20206,10000
C8247,20207,10000
C8248,20208,10000
C8249,20200,10000
C8250,20280,10000
C8251,20281,10000
C8252,20282,10000
C8253,20283,10000
C8254,20284,10000
C8255,20285,10000
C8256,20286,10000
C8257,20287,10000
C8258,20288,10000
C8259,20280,10000
C8260,20200,10000
C8261,20201,10000
C8262,20202,10000
C8263,20203,10000
C8264,20204,10000
C8265,20205,10000
C8266,20206,10000
C8267,20207,10000
C8268,20208,10000
C8269,20200,10000
C8280,20200,10000
C8281,20201,10000
C8282,20202,10000
C8283,20203,10000
C8284,20204,10000
C8285,20205,10000
C8286,20206,10000
C8287,20207,10000
C8288,20208,10000
C8289,20200,10000
C8290,20200,10000
C8291,20201,10000
C8292,20202,10000
C8293,20203,10000
C8294,20204,10000
C8295,20205,10000
C8296,20206,10000
C8297,20207,10000
C8298,20208,10000
C8299,20200,10000
C8300,20080,10000
C8301,20081,10000
C8302,20082,10000
C8303,20083,10000
C8304,20084,10000
C8305,20085,10000
C8306,20086,10000
C8307,20087,10000
C8308,20088,10000
C8309,20080,10000
C8310,20040,10000
C8311,20041,00000
C8312,20042,00000
C8313,20043,00000
C8314,20044,00000
C8315,20045,00000
C8316,20046,00000
C8317,20047,00000
C8318,20048,00000
C8319,20040,10000
C8330,20000,10000
C8331,20001,10000
C8331,20071,10000
C8332,20002,10000
C8332,20072,10000
C8333,20003,10000
C8333,20073,10000
C8334,20004,10000
C8334,20074,10000
C8335,20005,10000
C8335,20075,10000
C8336,20006,10000
C8336,20076,10000
C8337,20007,10000
C8337,20077,10000
C8338,20008,10000
C8338,20078,10000
C8339,20000,10000
C8339,20050,10000
C8339,20070,10000
C8350,20010,10000
C8351,20011,10000
C8352,20012,10000
C8353,20013,10000
C8354,20014,10000
C8355,20015,10000
C8356,20016,10000
C8357,20017,10000
C8358,20018,10000
C8359,20010,10000
C8370,20020,10000
C8371,20021,00000
C8372,20022,00000
C8373,20023,00000
C8374,20024,00000
C8375,20025,00000
C8376,20026,00000
C8377,20027,00000
C8378,20028,00000
C8379,20020,10000
C8380,20030,10000
C8380,20050,10000
C8380,20080,10000
C8381,20051,10000
C8381,20081,10000
C8382,20052,10000
C8382,20082,10000
C8383,20053,10000
C8383,20083,10000
C8384,20054,10000
C8384,20084,10000
C8385,20055,10000
C8385,20085,10000
C8386,20056,10000
C8386,20086,10000
C8387,20057,10000
C8387,20087,10000
C8388,20058,10000
C8388,20088,10000
C8389,20030,10000
C8389,20050,10000
C8389,20080,10000
C8390,20080,10000
C8391,20081,10000
C8392,20082,10000
C8393,20083,10000
C8394,20084,10000
C8395,20085,10000
C8396,20086,10000
C8397,20087,10000
C8398,20088,10000
C8399,20080,10000
C8400,20210,10000
C8401,20211,10000
C8402,20212,10000
C8403,20213,10000
C8404,20214,10000
C8405,20215,10000
C8406,20216,10000
C8407,20217,10000
C8408,20218,10000
C8409,20210,10000
C8410,20220,10000
C8411,20221,00000
C8412,20222,00000
C8413,20223,00000
C8414,20224,00000
C8415,20225,00000
C8416,20226,00000
C8417,20227,00000
C8418,20228,00000
C8419,20220,10000
C8440,20270,10000
C8441,20271,10000
C8442,20272,10000
C8443,20273,10000
C8444,20274,10000
C8445,20275,10000
C8446,20276,10000
C8447,20277,10000
C8448,20278,10000
C8449,20270,10000
C8460,20060,10000
C8461,20061,10000
C8462,20062,10000
C8463,20063,10000
C8464,20064,10000
C8465,20065,10000
C8466,20066,10000
C8467,20067,10000
C8468,20068,10000
C8469,20060,10000
C8470,20060,10000
C8471,20061,10000
C8472,20062,10000
C8473,20063,10000
C8474,20064,10000
C8475,20065,10000
C8476,20066,10000
C8477,20067,10000
C8478,20068,10000
C8479,20060,10000
C8490,20280,10000
C8491,20281,10000
C8492,20282,10000
C8493,20283,10000
C8494,20284,10000
C8495,20285,10000
C8496,20286,10000
C8497,20287,10000
C8498,20288,10000
C8499,20280,10000
C84A0,20280,10000
C84A1,20281,10000
C84A2,20282,10000
C84A3,20283,10000
C84A4,20284,10000
C84A5,20285,10000
C84A6,20286,10000
C84A7,20287,10000
C84A8,20288,10000
C84A9,20280,10000
C84Z0,20280,10000
C84Z1,20281,10000
C84Z2,20282,10000
C84Z3,20283,10000
C84Z4,20284,10000
C84Z5,20285,10000
C84Z6,20286,10000
C84Z7,20287,10000
C84Z8,20288,10000
C84Z9,20280,10000
C8510,20280,10000
C8511,20281,10000
C8512,20282,10000
C8513,20283,10000
C8514,20284,10000
C8515,20285,10000
C8516,20286,10000
C8517,20287,10000
C8518,20288,10000
C8519,20280,10000
C8520,20070,10000
C8520,20280,10000
C8521,20071,10000
C8521,20281,10000
C8522,20072,10000
C8522,20282,10000
C8523,20073,10000
C8523,20283,10000
C8524,20074,10000
C8524,20284,10000
C8525,20075,10000
C8525,20285,10000
C8526,20076,10000
C8526,20286,10000
C8527,20077,10000
C8527,20287,10000
C8528,20078,10000
C8528,20288,10000
C8529,20070,10000
C8529,20280,10000
C8580,20280,10000
C8581,20281,10000
C8582,20282,10000
C8583,20283,10000
C8584,20284,10000
C8585,20285,10000
C8586,20286,10000
C8587,20287,10000
C8588,20288,10000
C8589,20280,10000
C8590,20280,10000
C8591,20281,10000
C8592,20282,10000
C8593,20283,10000
C8594,20284,10000
C8595,20285,10000
C8596,20286,10000
C8597,20287,10000
C8598,20288,10000
C8599,20280,10000
C860,20281,10000
C861,20287,10000
C862,20283,10000
C863,20283,10000
C864,20280,10000
C865,20080,10000
C866,20080,10000
C880,2733,10000
C882,20380,10000
C882,20381,10000
C883,20380,10000
C884,20030,10000
C888,20380,10000
C888,23879,10000
C889,20380,10000
C9000,20300,00000
C9001,20301,00000
C9002,20302,00000
C9010,20310,00000
C9011,20311,00000
C9012,20312,00000
C9020,20380,10000
C9021,20381,10000
C9022,20382,10000
C9030,20380,10000
C9031,20381,10000
C9032,20382,10000
C9100,20400,00000
C9101,20401,00000
C9102,20402,00000
C9110,20410,00000
C9111,20411,00000
C9112,20412,00000
C9130,20480,10000
C9131,20481,10000
C9132,20482,10000
C9140,20240,10000
C9141,20240,10000
C9142,20240,10000
C9150,20480,10000
C9151,20481,10000
C9152,20482,10000
C9160,20480,10000
C9161,20481,10000
C9162,20482,10000
C9190,20490,00000
C9191,20491,00000
C9192,20492,00000
C91A0,20480,10000
C91A1,20481,10000
C91A2,20482,10000
C91Z0,20480,10000
C91Z1,20481,10000
C91Z2,20482,10000
C9200,20500,10000
C9201,20501,10000
C9202,20502,10000
C9210,20510,10000
C9211,20511,10000
C9212,20512,10000
C9220,20520,10000
C9221,20521,10000
C9222,20522,10000
C9230,20530,00000
C9231,20531,00000
C9232,20532,00000
C9240,20500,10000
C9241,20501,10000
C9242,20502,10000
C9250,20500,10000
C9251,20501,10000
C9252,20502,10000
C9260,20500,10000
C9261,20501,10000
C9262,20502,10000
C9290,20590,00000
C9291,20591,00000
C9292,20592,00000
C92A0,20500,10000
C92A1,20501,10000
C92A2,20502,10000
C92Z0,20580,10000
C92Z1,20581,10000
C92Z2,20582,10000
C9300,20600,00000
C9301,20601,00000
C9302,20602,00000
C9310,20610,00000
C9311,20611,00000
C9312,20612,00000
C9330,20680,10000
C9331,20681,10000
C9332,20682,10000
C9390,20620,10000
C9390,20690,10000
C9391,20621,10000
C9391,20691,10000
C9392,20622,10000
C9392,20692,10000
C93Z0,20680,10000
C93Z1,20681,10000
C93Z2,20682,10000
C9400,20700,00000
C9401,20701,00000
C9402,20702,00000
C9420,20720,10000
C9421,20721,10000
C9422,20722,10000
C9430,20780,10000
C9431,20781,10000
C9432,20782,10000
C9440,23879,10000
C9441,23879,10000
C9442,23879,10000
C946,23879,10000
C9480,20780,10000
C9481,20781,10000
C9482,20782,10000
C9500,20800,00000
C9501,20801,00000
C9502,20802,00000
C9510,20810,00000
C9511,20811,00000
C9512,20812,00000
C9590,20820,10000
C9590,20880,10000
C9590,20890,10000
C9591,20821,10000
C9591,20881,10000
C9591,20891,10000
C9592,20822,10000
C9592,20882,10000
C9592,20892,10000
C960,20250,10000
C9620,20260,10000
C9620,20261,10000
C9620,20262,10000
C9620,20263,10000
C9620,20264,10000
C9620,20265,10000
C9620,20266,10000
C9620,20267,10000
C9620,20268,10000
C9621,20260,10000
C9621,20261,10000
C9621,20262,10000
C9621,20263,10000
C9621,20264,10000
C9621,20265,10000
C9621,20266,10000
C9621,20267,10000
C9621,20268,10000
C9622,20260,10000
C9622,20261,10000
C9622,20262,10000
C9622,20263,10000
C9622,20264,10000
C9622,20265,10000
C9622,20266,10000
C9622,20267,10000
C9622,20268,10000
C9629,20260,10000
C9629,20261,10000
C9629,20262,10000
